Date,Time,Attendance,Gender_Demographic,Age_Demographic,Movie_Title,Genre,Producer,Distributor,Rotten_Tomatoes,IMDB,Metacritic,Certificate_Rating,Certificate_Body,Capacity,Video_System,Sound_System
2024-03-31,10:45:00,17,0.6,34.3,Sunrise: A Song of Two Humans,Fantasy,Universal,Universal,81,8.1,76,GP,AFI,200,ABD,Audionic
2023-05-20,11:38:00,37,0.7,23.5,The Ladykillers,Drama,20th Century Fox,20th Century Fox,77,7.7,72,TV-PG,MPA,300,ABD,Audionic
2024-09-21,09:25:00,48,0.8,24.0,Room,Fantasy,20th Century Fox,LucasFilm ,81,8.1,76,PG-13,MPA,100,ABD,Audionic
2023-10-10,11:17:00,33,0.2,19.4,Le dîner de cons,Comedy,Pixar ,20th Century Fox,77,7.7,72,PG,MPA,300,Dolby Digital,Dolby Digital
2023-01-17,11:43:00,2,0.4,28.6,Cinderella Man,Biography,Disney,Disney,80,8.0,75,Unrated,MPA,100,Dolby Digital,Dolby Digital
2023-03-07,09:17:00,19,0.3,23.0,Persona,Fantasy,Paramount,Pixar ,81,8.1,76,TV-PG,MPA,200,Dolby Digital,Dolby Digital
2024-12-26,11:31:00,28,0.4,33.0,All About Eve,Fantasy,Universal,Warner Bros.,82,8.2,77,GP,AFI,100,ABD,Audionic
2024-09-07,09:32:00,30,0.1,23.6,The Lady Vanishes,War,Warner Bros.,Paramount,78,7.8,73,TV-PG,MPA,100,Dolby Digital,Dolby Digital
2024-12-19,11:51:00,37,0.4,28.8,The Big Sleep,Drama,Universal,Warner Bros.,79,7.9,74,GP,AFI,200,Dolby Digital,Dolby Digital
2024-12-27,09:32:00,33,0.3,27.4,The Dark Knight Rises,Action,Universal,Universal,84,8.4,79,Unrated,MPA,300,ABD,Audionic
2023-07-18,10:07:00,36,0.0,26.1,Sicario,Action,20th Century Fox,Disney,76,7.6,71,A,MPA,200,Dolby Digital,Dolby Digital
2023-05-04,10:17:00,50,0.8,24.5,Bom Yeoareum Gaeul Gyeoul Geurigo Bom,Fantasy,DreamWorks,Universal,80,8.0,75,PG-13,MPA,200,Dolby Digital,Dolby Digital
2024-03-21,11:31:00,5,0.3,23.6,Up,Adventure,Pixar ,Disney,82,8.2,77,TV-PG,MPA,300,Dolby Digital,Dolby Digital
2024-11-17,09:28:00,47,0.9,21.6,Chinatown,Fantasy,Universal,LucasFilm ,81,8.1,76,Unrated,MPA,300,ABD,Audionic
2024-11-02,10:19:00,44,0.2,32.8,Perfetti sconosciuti,Fantasy,Paramount,Disney,78,7.8,73,TV-PG,MPA,300,Dolby Digital,Dolby Digital
2023-12-17,11:17:00,50,0.3,31.8,Mar adentro,Biography,Paramount,20th Century Fox,80,8.0,75,TV-PG,MPA,300,ABD,Audionic
2023-04-03,09:12:00,26,0.8,34.4,Her,Fantasy,DreamWorks,LucasFilm ,80,8.0,75,A,MPA,100,Dolby Digital,Dolby Digital
2023-04-08,11:36:00,32,0.7,39.5,Dom za vesanje,Drama,LucasFilm ,Pixar ,82,8.2,77,PG-13,MPA,100,Dolby Digital,Dolby Digital
2024-05-20,10:17:00,42,0.2,35.7,Edge of Tomorrow,Action,Paramount,Pixar ,79,7.9,74,Unrated,MPA,200,ABD,Audionic
2023-03-23,11:30:00,36,0.9,39.1,Edge of Tomorrow,Action,Paramount,Pixar ,79,7.9,74,Unrated,MPA,100,Dolby Digital,Dolby Digital
2024-08-16,11:30:00,46,0.4,26.4,Edge of Tomorrow,Action,Paramount,Pixar ,79,7.9,74,Unrated,MPA,300,ABD,Audionic
2024-06-15,11:16:00,22,0.0,22.9,Seven Pounds,Fantasy,Disney,Universal,76,7.6,71,Unrated,MPA,200,ABD,Audionic
2023-06-24,11:17:00,16,0.1,34.2,The African Queen,Adventure,Warner Bros.,Disney,77,7.7,72,Passed ,MPA,200,Dolby Digital,Dolby Digital
2023-03-26,11:20:00,42,0.8,30.2,Die Hard,Action,Warner Bros.,Warner Bros.,82,8.2,77,A,MPA,200,Dolby Digital,Dolby Digital
2024-07-25,10:10:00,29,1.0,20.6,The Blues Brothers,Action,Paramount,Disney,79,7.9,74,TV-PG,MPA,100,Dolby Digital,Dolby Digital
2023-02-06,10:02:00,41,0.7,38.8,Idi i smotri,Fantasy,20th Century Fox,20th Century Fox,83,8.3,78,A,MPA,200,Dolby Digital,Dolby Digital
2023-05-24,11:26:00,40,0.2,18.3,Belle de jour,Fantasy,Universal,LucasFilm ,77,7.7,72,A,MPA,100,Dolby Digital,Dolby Digital
2024-11-06,09:30:00,41,0.9,21.2,Avengers: Endgame,Action,DreamWorks,DreamWorks,84,8.4,79,Unrated,MPA,300,Dolby Digital,Dolby Digital
2024-10-06,11:37:00,9,0.5,22.2,The Departed,Drama,LucasFilm ,Pixar ,85,8.5,80,A,MPA,100,ABD,Audionic
2024-11-14,11:51:00,22,0.3,28.6,Der Name der Rose,Drama,LucasFilm ,DreamWorks,77,7.7,72,PG-13,MPA,100,Dolby Digital,Dolby Digital
2024-09-21,10:34:00,19,0.9,29.3,The Green Mile,Drama,LucasFilm ,Universal,86,8.6,81,Unrated,MPA,100,Dolby Digital,Dolby Digital
2024-06-04,10:47:00,15,0.3,33.6,Detachment,Fantasy,Paramount,Universal,77,7.7,72,TV-PG,MPA,100,Dolby Digital,Dolby Digital
2023-09-23,11:53:00,14,0.7,24.0,Moneyball,Biography,DreamWorks,DreamWorks,76,7.6,71,PG,MPA,200,Dolby Digital,Dolby Digital
2023-06-03,10:07:00,6,0.4,34.3,Match Point,Fantasy,Pixar ,Universal,76,7.6,71,PG-13,MPA,200,ABD,Audionic
2023-02-10,10:27:00,47,0.3,17.7,Do lok tin si,Drama,Paramount,Pixar ,77,7.7,72,Unrated,MPA,100,Dolby Digital,Dolby Digital
2024-09-22,09:57:00,15,0.2,33.3,Die Hard,Action,Warner Bros.,Warner Bros.,82,8.2,77,A,MPA,200,ABD,Audionic
2024-09-10,09:55:00,44,0.2,31.1,Tenkû no shiro Rapyuta,Adventure,20th Century Fox,Paramount,80,8.0,75,TV-PG,MPA,300,Dolby Digital,Dolby Digital
2024-08-08,11:10:00,39,0.3,27.9,The Social Network,Biography,Universal,Paramount,77,7.7,72,Unrated,MPA,100,ABD,Audionic
2024-02-01,10:02:00,1,0.1,37.9,Mulholland Dr.,Fantasy,DreamWorks,Disney,79,7.9,74,PG-13,MPA,100,Dolby Digital,Dolby Digital
2023-05-07,09:10:00,38,0.3,31.7,His Girl Friday,Fantasy,Warner Bros.,Pixar ,79,7.9,74,GP,AFI,100,Dolby Digital,Dolby Digital
2024-06-02,10:47:00,12,0.2,39.4,Fear and Loathing in Las Vegas,Adventure,Warner Bros.,Pixar ,76,7.6,71,PG-13,MPA,200,Dolby Digital,Dolby Digital
2023-05-12,09:15:00,30,0.4,36.8,L.A. Confidential,Drama,Paramount,20th Century Fox,82,8.2,77,A,MPA,100,Dolby Digital,Dolby Digital
2023-08-28,09:05:00,49,0.6,28.9,Miracle in cell NO.7,Fantasy,Universal,Disney,83,8.3,78,R,MPA,200,Dolby Digital,Dolby Digital
2024-12-24,09:05:00,2,0.6,36.6,Sleuth,War,Paramount,Universal,80,8.0,75,Passed ,MPA,100,Dolby Digital,Dolby Digital
2023-02-03,11:09:00,35,0.3,23.3,The Big Short,Biography,Warner Bros.,Warner Bros.,78,7.8,73,A,MPA,100,Dolby Digital,Dolby Digital
2023-05-08,11:32:00,35,0.8,26.2,Shichinin no samurai,Action,Paramount,Pixar ,86,8.6,81,TV-PG,MPA,200,ABD,Audionic
2024-03-28,11:12:00,6,0.2,22.9,Udaan,Fantasy,Disney,Warner Bros.,82,8.2,77,Unrated,MPA,100,Dolby Digital,Dolby Digital
2023-12-28,10:38:00,5,0.1,31.3,Hacksaw Ridge,Biography,Universal,DreamWorks,81,8.1,76,A,MPA,100,ABD,Audionic
2024-04-26,10:04:00,44,0.2,25.1,Chinatown,Fantasy,Universal,LucasFilm ,81,8.1,76,Unrated,MPA,300,ABD,Audionic
2024-04-10,11:14:00,6,0.9,39.0,Trois couleurs: Bleu,Fantasy,Pixar ,Pixar ,79,7.9,74,TV-PG,MPA,300,Dolby Digital,Dolby Digital
2023-02-22,10:06:00,28,0.6,27.0,Per qualche dollaro in più,Musical,20th Century Fox,Warner Bros.,83,8.3,78,TV-PG,MPA,100,Dolby Digital,Dolby Digital
2024-01-21,10:39:00,45,0.5,25.7,The Shining,Fantasy,Warner Bros.,Universal,84,8.4,79,A,MPA,100,ABD,Audionic
2024-11-01,10:14:00,15,0.8,35.1,G.O.R.A.,Adventure,Pixar ,Paramount,80,8.0,75,TV-PG,MPA,200,ABD,Audionic
2023-02-20,11:22:00,12,0.5,36.3,Bonnie and Clyde,Action,DreamWorks,DreamWorks,78,7.8,73,A,MPA,100,ABD,Audionic
2023-07-29,11:03:00,38,0.8,17.5,Batoru rowaiaru,Action,20th Century Fox,20th Century Fox,76,7.6,71,TV-PG,MPA,100,Dolby Digital,Dolby Digital
2023-06-11,09:21:00,19,0.8,17.4,The Illusionist,Fantasy,Warner Bros.,Universal,76,7.6,71,TV-PG,MPA,200,Dolby Digital,Dolby Digital
2023-06-08,09:50:00,29,0.7,37.8,On the Waterfront,Drama,20th Century Fox,Universal,81,8.1,76,A,MPA,100,Dolby Digital,Dolby Digital
2024-12-27,09:59:00,47,0.4,39.4,Ferris Bueller's Day Off,Comedy,LucasFilm ,20th Century Fox,78,7.8,73,TV-PG,MPA,200,Dolby Digital,Dolby Digital
2024-06-10,09:08:00,12,0.6,35.5,Dark Waters,Biography,Disney,20th Century Fox,76,7.6,71,PG,MPA,200,Dolby Digital,Dolby Digital
2024-03-12,09:14:00,15,1.0,17.7,Gone Baby Gone,Drama,Paramount,Paramount,76,7.6,71,PG-13,MPA,300,ABD,Audionic
2024-07-27,11:46:00,18,0.8,20.1,Hannah and Her Sisters,Fantasy,20th Century Fox,Universal,79,7.9,74,PG,MPA,100,ABD,Audionic
2023-03-04,09:19:00,10,0.7,22.4,Primal Fear,Drama,Warner Bros.,Universal,77,7.7,72,A,MPA,100,Dolby Digital,Dolby Digital
2023-10-28,11:52:00,26,0.5,37.6,Room,Fantasy,20th Century Fox,LucasFilm ,81,8.1,76,PG-13,MPA,200,Dolby Digital,Dolby Digital
2023-02-16,11:11:00,26,0.4,27.9,All That Jazz,Fantasy,Paramount,Warner Bros.,79,7.9,74,A,MPA,300,Dolby Digital,Dolby Digital
2023-12-18,10:16:00,20,0.7,23.9,Singin' in the Rain,Sci-Fi,Pixar ,Warner Bros.,83,8.3,78,Cetificate,AFI,200,Dolby Digital,Dolby Digital
2023-07-07,10:53:00,30,0.8,16.2,La grande bellezza,Fantasy,Pixar ,Warner Bros.,78,7.8,73,TV-PG,MPA,100,Dolby Digital,Dolby Digital
2024-05-10,10:32:00,30,0.9,26.4,What's Eating Gilbert Grape,Fantasy,Pixar ,DreamWorks,78,7.8,73,TV-PG,MPA,300,ABD,Audionic
2024-11-07,10:08:00,13,0.6,22.7,True Grit,Fantasy,DreamWorks,DreamWorks,76,7.6,71,PG,MPA,300,Dolby Digital,Dolby Digital
2023-01-07,10:24:00,3,0.5,24.7,OMG: Oh My God!,Fantasy,20th Century Fox,Warner Bros.,81,8.1,76,TV-PG,MPA,100,Dolby Digital,Dolby Digital
2024-07-17,11:41:00,10,0.7,18.0,Majo no takkyûbin,Adventure,Pixar ,Disney,78,7.8,73,TV-PG,MPA,100,Dolby Digital,Dolby Digital
2024-12-11,10:32:00,40,0.6,21.8,Forushande,Fantasy,Disney,LucasFilm ,78,7.8,73,Unrated,MPA,200,ABD,Audionic
2023-12-14,09:34:00,49,0.7,30.2,The Dirty Dozen,Action,Disney,DreamWorks,77,7.7,72,TV-PG,MPA,200,ABD,Audionic
2023-02-03,10:12:00,22,0.4,20.6,The Day the Earth Stood Still,Fantasy,Pixar ,Pixar ,77,7.7,72,TV-PG,MPA,100,Dolby Digital,Dolby Digital
2024-06-04,11:00:00,8,0.5,18.4,Repulsion,Fantasy,Paramount,Pixar ,77,7.7,72,TV-PG,MPA,300,Dolby Digital,Dolby Digital
2024-02-12,09:37:00,45,0.8,32.8,Il conformista,Fantasy,Pixar ,Warner Bros.,80,8.0,75,Unrated,MPA,100,ABD,Audionic
2024-04-20,10:46:00,16,0.8,37.1,Dip huet seung hung,Action,Pixar ,DreamWorks,78,7.8,73,PG-13,MPA,100,ABD,Audionic
2023-07-13,11:55:00,47,0.2,17.7,Serpico,Biography,LucasFilm ,Paramount,77,7.7,72,A,MPA,300,Dolby Digital,Dolby Digital
2023-12-09,10:11:00,10,1.0,31.5,The Curious Case of Benjamin Button,Fantasy,Universal,20th Century Fox,78,7.8,73,Unrated,MPA,100,Dolby Digital,Dolby Digital
2024-08-16,11:46:00,26,0.5,17.0,Raiders of the Lost Ark,Action,20th Century Fox,LucasFilm ,84,8.4,79,A,MPA,100,Dolby Digital,Dolby Digital
2024-09-10,11:27:00,16,0.6,40.0,The Visitor,Fantasy,20th Century Fox,Universal,76,7.6,71,PG,MPA,200,ABD,Audionic
2024-03-05,10:51:00,14,0.4,26.0,Blade Runner 2049,Action,Paramount,Warner Bros.,80,8.0,75,Unrated,MPA,100,ABD,Audionic
2024-02-22,11:33:00,12,0.3,34.4,Ocean's Eleven,Drama,Pixar ,20th Century Fox,77,7.7,72,Unrated,MPA,100,ABD,Audionic
2024-10-01,11:16:00,18,0.5,29.5,The Lion in Winter,Biography,Disney,DreamWorks,79,7.9,74,Passed ,MPA,200,ABD,Audionic
2023-04-18,10:25:00,48,0.3,19.4,"Swades: We, the People",Fantasy,Warner Bros.,Warner Bros.,82,8.2,77,TV-PG,MPA,200,ABD,Audionic
2023-09-06,09:14:00,26,0.6,30.8,Hedwig and the Angry Inch,Fantasy,Pixar ,Paramount,77,7.7,72,PG-13,MPA,100,Dolby Digital,Dolby Digital
2024-09-04,11:30:00,50,0.2,15.9,Citizen Kane,Fantasy,Universal,Disney,83,8.3,78,Unrated,MPA,100,Dolby Digital,Dolby Digital
2023-09-18,11:38:00,9,0.8,26.5,The Last Picture Show,Fantasy,Warner Bros.,Pixar ,80,8.0,75,PG-13,MPA,200,ABD,Audionic
2023-03-13,09:20:00,11,0.4,18.4,Who's Afraid of Virginia Woolf?,Fantasy,Pixar ,Warner Bros.,80,8.0,75,A,MPA,200,Dolby Digital,Dolby Digital
2024-09-11,10:50:00,21,0.0,34.9,The Prestige,Fantasy,LucasFilm ,Universal,85,8.5,80,TV-PG,MPA,100,Dolby Digital,Dolby Digital
2024-11-14,10:03:00,9,0.3,17.0,Pride,Biography,LucasFilm ,Paramount,78,7.8,73,PG-13,MPA,300,ABD,Audionic
2023-09-21,09:44:00,28,0.3,16.1,Cowboy Bebop: Tengoku no tobira,Action,DreamWorks,Disney,79,7.9,74,TV-PG,MPA,300,ABD,Audionic
2023-04-01,11:59:00,14,0.1,30.2,Coraline,Crime,DreamWorks,Warner Bros.,77,7.7,72,TV-PG,MPA,300,Dolby Digital,Dolby Digital
2024-12-12,09:29:00,31,0.4,34.2,Paddington 2,Adventure,Disney,LucasFilm ,78,7.8,73,TV-PG,MPA,300,ABD,Audionic
2024-10-20,11:56:00,45,0.2,20.7,Blow,Biography,Disney,Warner Bros.,76,7.6,71,PG-13,MPA,100,Dolby Digital,Dolby Digital
2023-12-09,11:10:00,16,0.4,30.8,Toki o kakeru shôjo,Adventure,Disney,DreamWorks,77,7.7,72,TV-PG,MPA,100,ABD,Audionic
2024-08-10,11:15:00,48,0.8,17.7,25th Hour,Fantasy,Paramount,Paramount,76,7.6,71,PG-13,MPA,100,ABD,Audionic
2023-04-14,09:43:00,10,0.3,22.3,"Three Billboards Outside Ebbing, Missouri",Drama,Paramount,Paramount,82,8.2,77,A,MPA,100,ABD,Audionic
2023-02-18,10:55:00,12,0.1,36.1,Isle of Dogs,Adventure,20th Century Fox,LucasFilm ,79,7.9,74,TV-PG,MPA,100,Dolby Digital,Dolby Digital
2023-03-26,11:58:00,37,1.0,20.8,21 Grams,Drama,Pixar ,DreamWorks,76,7.6,71,Unrated,MPA,100,ABD,Audionic
2024-04-25,10:08:00,14,0.3,29.2,La Vie En Rose,Biography,LucasFilm ,DreamWorks,76,7.6,71,PG,MPA,300,Dolby Digital,Dolby Digital
2024-04-04,11:27:00,2,0.6,39.8,Training Day,Drama,Universal,Disney,77,7.7,72,A,MPA,200,ABD,Audionic
2024-08-15,10:58:00,24,0.4,37.4,Finding Nemo,Adventure,Warner Bros.,Universal,81,8.1,76,TV-PG,MPA,300,ABD,Audionic
2023-10-12,10:29:00,42,1.0,22.3,Enemy at the Gates,Fantasy,DreamWorks,20th Century Fox,76,7.6,71,A,MPA,200,ABD,Audionic
2023-11-02,10:42:00,37,0.5,23.0,Manchester by the Sea,Fantasy,DreamWorks,Paramount,78,7.8,73,Unrated,MPA,200,ABD,Audionic
2023-03-01,09:47:00,21,0.1,35.1,Vampire Hunter D: Bloodlust,Action,20th Century Fox,20th Century Fox,77,7.7,72,TV-PG,MPA,200,ABD,Audionic
2023-11-16,10:49:00,34,0.6,33.0,White Heat,Action,Warner Bros.,Warner Bros.,81,8.1,76,TV-PG,MPA,200,ABD,Audionic
2024-08-30,09:55:00,11,0.3,25.1,Creed,Fantasy,Disney,LucasFilm ,76,7.6,71,A,MPA,300,ABD,Audionic
2023-06-10,10:31:00,36,0.1,31.2,Who's Afraid of Virginia Woolf?,Fantasy,Pixar ,Warner Bros.,80,8.0,75,A,MPA,200,Dolby Digital,Dolby Digital
2024-06-09,11:15:00,36,0.9,28.1,Interstellar,Adventure,Paramount,Disney,86,8.6,81,Unrated,MPA,100,Dolby Digital,Dolby Digital
2024-12-30,11:06:00,10,0.2,26.4,What We Do in the Shadows,Romance,Paramount,DreamWorks,77,7.7,72,PG-13,MPA,200,ABD,Audionic
2023-08-22,10:35:00,11,0.4,19.1,Catch Me If You Can,Biography,LucasFilm ,DreamWorks,81,8.1,76,A,MPA,200,Dolby Digital,Dolby Digital
2023-11-03,10:43:00,12,0.3,21.9,Saving Private Ryan,Fantasy,Pixar ,20th Century Fox,86,8.6,81,Unrated,MPA,300,ABD,Audionic
2023-09-16,09:46:00,15,0.9,29.3,Nuovo Cinema Paradiso,Fantasy,20th Century Fox,Paramount,85,8.5,80,TV-PG,MPA,200,Dolby Digital,Dolby Digital
2023-09-06,11:55:00,34,0.8,38.8,High Noon,Fantasy,Pixar ,Universal,79,7.9,74,Passed ,MPA,300,Dolby Digital,Dolby Digital
2024-06-16,11:00:00,33,0.8,39.7,Hachi: A Dog's Tale,Biography,Warner Bros.,Disney,81,8.1,76,Cetificate,AFI,200,ABD,Audionic
2024-10-16,09:06:00,5,0.9,22.1,Hana-bi,Drama,Disney,20th Century Fox,78,7.8,73,TV-PG,MPA,300,ABD,Audionic
2023-11-24,09:33:00,8,0.1,26.7,Babam ve Oglum,Fantasy,Disney,LucasFilm ,83,8.3,78,TV-PG,MPA,200,Dolby Digital,Dolby Digital
2023-11-16,10:01:00,25,0.8,21.1,All That Jazz,Fantasy,Paramount,Warner Bros.,79,7.9,74,A,MPA,300,ABD,Audionic
2024-02-15,11:47:00,35,0.6,37.2,Red River,Action,Universal,Pixar ,78,7.8,73,GP,AFI,300,Dolby Digital,Dolby Digital
2023-05-17,11:16:00,46,0.2,18.8,The Day the Earth Stood Still,Fantasy,Pixar ,Pixar ,77,7.7,72,TV-PG,MPA,300,ABD,Audionic
2023-08-19,10:33:00,45,0.4,39.0,The Fall,Adventure,Disney,Paramount,79,7.9,74,PG-13,MPA,200,ABD,Audionic
2023-02-09,10:34:00,45,0.2,24.2,A Wednesday,Action,LucasFilm ,LucasFilm ,81,8.1,76,Unrated,MPA,300,ABD,Audionic
2023-07-01,11:26:00,26,0.4,19.3,The Hurricane,Biography,LucasFilm ,Disney,76,7.6,71,PG-13,MPA,200,ABD,Audionic
2024-08-08,09:09:00,7,0.6,21.0,M - Eine Stadt sucht einen Mörder,Drama,Warner Bros.,Pixar ,83,8.3,78,GP,AFI,300,Dolby Digital,Dolby Digital
2023-06-01,10:58:00,1,0.0,31.2,The Goonies,Adventure,LucasFilm ,LucasFilm ,78,7.8,73,TV-PG,MPA,300,Dolby Digital,Dolby Digital
2023-05-05,10:15:00,28,0.9,38.5,The Green Mile,Drama,LucasFilm ,Universal,86,8.6,81,Unrated,MPA,100,ABD,Audionic
2023-06-27,10:25:00,18,0.2,25.3,Togo,Adventure,DreamWorks,20th Century Fox,80,8.0,75,TV-PG,MPA,200,Dolby Digital,Dolby Digital
2024-04-30,09:18:00,46,0.9,25.4,Blazing Saddles,Musical,LucasFilm ,Warner Bros.,77,7.7,72,A,MPA,300,Dolby Digital,Dolby Digital
2023-05-22,11:17:00,36,0.8,27.7,Fried Green Tomatoes,Fantasy,Warner Bros.,DreamWorks,77,7.7,72,PG,MPA,200,Dolby Digital,Dolby Digital
2024-06-10,10:15:00,41,0.1,30.3,"Aguirre, der Zorn Gottes",Action,Pixar ,Warner Bros.,79,7.9,74,TV-PG,MPA,100,ABD,Audionic
2024-08-30,11:12:00,18,0.2,27.6,A Streetcar Named Desire,Fantasy,Pixar ,Disney,80,8.0,75,A,MPA,300,ABD,Audionic
2024-09-22,10:06:00,34,0.4,30.5,Auf der anderen Seite,Fantasy,Universal,Paramount,78,7.8,73,TV-PG,MPA,300,ABD,Audionic
2024-03-11,10:55:00,24,0.9,32.5,Before Midnight,Fantasy,20th Century Fox,Paramount,79,7.9,74,PG-13,MPA,200,ABD,Audionic
2023-06-16,09:47:00,35,0.6,16.4,En man som heter Ove,Fantasy,Pixar ,Paramount,77,7.7,72,PG,MPA,100,Dolby Digital,Dolby Digital
2024-11-18,11:44:00,39,0.5,30.3,Les diaboliques,Drama,Warner Bros.,Disney,80,8.0,75,TV-PG,MPA,100,Dolby Digital,Dolby Digital
2023-10-27,10:24:00,26,0.7,20.4,What We Do in the Shadows,Romance,Paramount,DreamWorks,77,7.7,72,PG-13,MPA,100,ABD,Audionic
2024-07-12,10:40:00,47,0.9,28.8,Kick-Ass,Action,Warner Bros.,20th Century Fox,76,7.6,71,Unrated,MPA,200,ABD,Audionic
2024-01-07,10:03:00,27,0.3,39.0,A Hard Day's Night,Sci-Fi,Paramount,Universal,76,7.6,71,TV-PG,MPA,200,ABD,Audionic
2024-03-10,09:10:00,1,0.7,38.6,El secreto de sus ojos,Fantasy,LucasFilm ,Pixar ,82,8.2,77,PG-13,MPA,100,Dolby Digital,Dolby Digital
2023-08-27,10:17:00,29,0.8,34.2,Star Wars,Action,Paramount,DreamWorks,86,8.6,81,Unrated,MPA,300,ABD,Audionic
2023-05-09,10:14:00,27,0.1,16.8,A Night at the Opera,Sci-Fi,DreamWorks,Pixar ,79,7.9,74,GP,AFI,100,ABD,Audionic
2024-03-09,11:21:00,38,0.8,25.5,La Vie En Rose,Biography,LucasFilm ,DreamWorks,76,7.6,71,PG,MPA,300,ABD,Audionic
2024-02-19,09:47:00,5,0.7,32.8,Training Day,Drama,Universal,Disney,77,7.7,72,A,MPA,300,ABD,Audionic
2023-04-10,11:11:00,47,0.7,36.4,Misery,Fantasy,Warner Bros.,Pixar ,78,7.8,73,PG-13,MPA,100,Dolby Digital,Dolby Digital
2023-07-02,09:37:00,19,1.0,36.3,Omohide poro poro,Crime,DreamWorks,20th Century Fox,76,7.6,71,TV-PG,MPA,200,ABD,Audionic
2024-12-22,09:21:00,38,1.0,32.7,Casino Royale,Action,Paramount,Universal,80,8.0,75,PG,MPA,200,ABD,Audionic
2023-12-12,10:58:00,22,0.4,23.7,Mommy,Fantasy,Pixar ,Paramount,81,8.1,76,PG-13,MPA,100,Dolby Digital,Dolby Digital
2024-05-19,10:30:00,44,0.8,32.3,Kal Ho Naa Ho,Fantasy,Disney,Universal,80,8.0,75,TV-PG,MPA,300,Dolby Digital,Dolby Digital
2024-01-12,11:22:00,44,0.1,28.7,Gravity,Fantasy,Warner Bros.,Universal,77,7.7,72,Unrated,MPA,200,ABD,Audionic
2024-08-03,09:20:00,28,0.1,39.2,Gifted,Fantasy,Universal,20th Century Fox,76,7.6,71,PG,MPA,200,Dolby Digital,Dolby Digital
2024-07-13,09:29:00,40,0.9,25.0,The Illusionist,Fantasy,Warner Bros.,Universal,76,7.6,71,TV-PG,MPA,100,ABD,Audionic
2023-09-25,09:05:00,17,0.8,34.3,Fa yeung nin wah,Fantasy,20th Century Fox,Paramount,81,8.1,76,TV-PG,MPA,100,Dolby Digital,Dolby Digital
2023-10-28,10:01:00,21,0.2,16.9,Secrets & Lies,Fantasy,Universal,DreamWorks,80,8.0,75,TV-PG,MPA,200,Dolby Digital,Dolby Digital
2024-04-17,09:43:00,49,0.0,29.4,Predator,Action,20th Century Fox,Paramount,78,7.8,73,A,MPA,200,Dolby Digital,Dolby Digital
2023-07-22,09:15:00,5,0.3,19.7,Nefes: Vatan Sagolsun,Action,DreamWorks,Paramount,80,8.0,75,TV-PG,MPA,300,ABD,Audionic
2024-03-21,11:49:00,2,0.1,39.1,Belle de jour,Fantasy,Universal,LucasFilm ,77,7.7,72,A,MPA,300,Dolby Digital,Dolby Digital
2024-03-24,10:07:00,8,0.5,16.3,The Matrix,Action,DreamWorks,20th Century Fox,87,8.7,82,A,MPA,300,Dolby Digital,Dolby Digital
2023-08-29,11:41:00,19,0.3,26.7,Under sandet,Fantasy,DreamWorks,Warner Bros.,78,7.8,73,PG-13,MPA,200,ABD,Audionic
2023-12-03,10:04:00,14,0.0,31.8,Crimes and Misdemeanors,Fantasy,LucasFilm ,Paramount,79,7.9,74,PG,MPA,100,ABD,Audionic
2023-07-16,11:39:00,43,0.1,28.4,Green Book,Biography,Pixar ,Warner Bros.,82,8.2,77,Unrated,MPA,100,Dolby Digital,Dolby Digital
2023-03-04,11:11:00,17,0.6,23.7,"I, Daniel Blake",Fantasy,20th Century Fox,20th Century Fox,79,7.9,74,Unrated,MPA,100,Dolby Digital,Dolby Digital
2024-04-22,11:01:00,33,1.0,19.1,Ladri di biciclette,Fantasy,20th Century Fox,Pixar ,83,8.3,78,TV-PG,MPA,200,ABD,Audionic
2024-10-10,11:13:00,46,1.0,31.8,Vivre sa vie: Film en douze tableaux,Fantasy,Paramount,Warner Bros.,80,8.0,75,TV-PG,MPA,300,ABD,Audionic
2023-08-29,11:26:00,23,0.2,22.5,Cast Away,Adventure,Warner Bros.,Warner Bros.,78,7.8,73,Unrated,MPA,100,Dolby Digital,Dolby Digital
2024-06-12,10:31:00,32,0.1,21.3,The Illusionist,Fantasy,Warner Bros.,Universal,76,7.6,71,TV-PG,MPA,300,Dolby Digital,Dolby Digital
2023-11-29,10:21:00,23,0.0,17.9,The Graduate,Fantasy,20th Century Fox,20th Century Fox,80,8.0,75,A,MPA,100,ABD,Audionic
2024-06-08,11:06:00,36,0.4,30.1,Finding Nemo,Adventure,Warner Bros.,Universal,81,8.1,76,TV-PG,MPA,200,ABD,Audionic
2024-10-17,10:19:00,4,0.6,21.4,Death Note: Desu nôto,Drama,LucasFilm ,20th Century Fox,77,7.7,72,TV-PG,MPA,200,ABD,Audionic
2024-12-05,10:41:00,6,0.3,35.0,The Hateful Eight,Drama,LucasFilm ,Universal,78,7.8,73,A,MPA,100,ABD,Audionic
2024-04-08,11:46:00,37,0.5,16.8,Ex Machina,Fantasy,Warner Bros.,LucasFilm ,77,7.7,72,Unrated,MPA,100,ABD,Audionic
2024-02-26,09:51:00,30,0.1,27.3,The Wrestler,Fantasy,20th Century Fox,Paramount,79,7.9,74,Unrated,MPA,300,ABD,Audionic
2024-10-13,09:38:00,31,0.3,34.4,Un long dimanche de fiançailles,Fantasy,20th Century Fox,Pixar ,76,7.6,71,TV-PG,MPA,300,Dolby Digital,Dolby Digital
